"report_date","total_content_count","total_movies","total_tv_shows","avg_quality_score","high_quality_content_count","content_with_director","content_with_cast","recent_content_count","earliest_content_added","latest_content_added","oldest_release_year","newest_release_year","avg_content_age_years","unique_countries","unique_genres","movie_percentage","tv_show_percentage","high_quality_percentage","director_completeness_pct"
"2026-02-09","8807","6131","2676","0.92","8425","6172","7982","589","2008-01-01","2021-09-25","1925","2021","11.8","106","55","69.62","30.38","95.66","70.08"
